title,rating,number_of_ratings,url,brand,price,no_discount_price
"Perceuse visseuse MAKITA 18V 3.0Ah + 2 Batteries, chargeur, en coffret - DDF453SFE",4.0,2252,https://www.manomano.fr/p/perceuse-visseuse-makita-18-v-li-ion-3-ah-13-mm-ddf453sfe-1442269,MAKITA,157.9,
"Perceuse visseuse à  percussion 18V BL (2x2,0Ah) en coffret - BOSCH GSB 18V-55",4.5,95,https://www.manomano.fr/p/perceuse-visseuse-a-percussion-18v-2x20ah-en-coffret-bosch-gsb-18v-55-24354693?model_id=16737789,BOSCH,179.91,199.9
"Bosch Perceuse percussion AdvancedImpact 18 Quicksnap 1x1,5Ah",,,https://www.manomano.fr/p/perceuse-visseuse-a-percussion-sans-fil-bosch-home-and-garden-advancedimpact-18-li-ion-18-v-15-ah-avec-batterie-avec-m-5574290,BOSCH,199.99,
Perceuse visseuse 18V Li-Ion BL ( Machine seule) - MAKITA DDF485Z,4.0,42,https://www.manomano.fr/p/perceuse-visseuse-sans-fil-makita-ddf485z-18-v-9431216,MAKITA,94.9,
Perceuse visseuse sans fil TEENO PSR 21V + 2 batteries lithium + 41 accessoires + gants professionnels,4.0,1592,https://www.manomano.fr/p/perceuse-visseuse-sans-fil-teeno-psr-21v-2-batteries-lithium-41-accessoires-gants-professionnels-9259885,TEENO,62.99,159.0
"Perceuse visseuse à percussion TEENO-916 - 2x20V - 2,0Ah - 69 accessoires",4.0,204,https://www.manomano.fr/p/perceuse-visseuse-a-percussion-teeno-916-2x20v-20ah-69-accessoires-14307908,TEENO,84.99,199.0
"Perceuse Visseuse sans fil, WESCO 18V 2.0Ah Perceuse à Percussion avec Niveaux de Couple 21 + 1, 2 Vitesses, Mandrin 10 mm, Eclairage LED avec Clip Ceinture, Batterie Li-ion et Chargeur / WS2317",,,https://www.manomano.fr/catalogue/p/perceuse-visseuse-sans-fil-wesco-18v-20ah-perceuse-percussion-avec-niveaux-de-couple-21-1-2-vitesses-mandrin-10-mm-eclairage-led-avec-clip-ceinture-batterie-li-ion-et-chargeur-ws2317-34014106?model_id=33994987,TOOLS,69.99,
Perceuse-visseuse à percussion sans fil 20V FUXTEC FX-E1SBS20 - Set avec 2 batteries 2Ah et chargeur 1A,3.5,12,https://www.manomano.fr/p/perceuse-visseuse-a-percussion-sans-fil-20v-fuxtec-fx-e1sbs20-set-avec-2-batteries-2ah-et-chargeur-1a-23543621?model_id=23524514,FUXTEC,94.0,
Perceuse-visseuse 18 V Li-Ion 13 mm (Machine nue) - Makita DDF482Z,4.0,172,https://www.manomano.fr/p/makita-ddf482z-perceuse-visseuse-li-ion-18v-machine-seule-62nm-31540918?model_id=3480312,MAKITA,76.41,82.9
Perceuse à percussion METABO SB 18 SET - 2 batteries 18V 2.0Ah + chargeur + coffret + atelier mobile - 602245880,4.5,660,https://www.manomano.fr/p/metabo-set-perceuse-a-percussion-sans-fil-sb-18-602245880-5216185?model_id=6231879,METABO,152.98,
